"מועדון","שם","מפתח","סוג","ממצא","פירוט","עונות במאגר","עונות ויקיפדיה","עונות התאחדות","עונות worldfootball","עמדה מאגר","עמדה ויקיפדיה","עמדה wf","לידה מאגר","לידה ויקיפדיה","לידה wf","תיקון מוצע"
"חיפהdle","רפי אוסמו","","עונות","סתירה","ויקיפדיה מוסיפה 88/89-91/92 · המאגר מוסיף 79/80","79/80-87/88","80/81-91/92","-","-","DF","DF","","1963","1963","",""
"חיפהdle","רוני רוזנטל","","עונות","המאגר קצר מדי","חסרות 79/80","80/81-85/86","79/80-85/86","-","-","FW","FW","","1963","1963","","""רוני רוזנטל"": { ""spells"": [[1980,1986]] }"
"חיפהdle","ראובן עטר","120","עונות","סתירה","ויקיפדיה מוסיפה 97/98 · המאגר מוסיף 96/97, 99/00, 02/03","86/87-93/94, 96/97, 99/00-02/03","86/87-93/94, 97/98, 00/01-01/02","02/03","86/87-93/94, 96/97, 99/00-01/02","MF","MF","MF","1969","1969","1969",""
"חיפהdle","גיורא אנטמן","","עונות","המאגר קצר מדי","חסרות 89/90-90/91","88/89","88/89-90/91","-","-","GK","GK","","1962","1962","","""גיורא אנטמן"": { ""spells"": [[1989,1991]] }"
"חיפהdle","אלון חרזי","115","עונות","סתירה","ויקיפדיה מוסיפה 97/98 · המאגר מוסיף 09/10","90/91-96/97, 98/99-09/10","90/91-08/09","02/03-09/10","90/91-96/97, 98/99-09/10","DF","DF","DF","1971","1971","1971",""
"חיפהdle","ויקטור צ'אנוב","","עונות","המאגר קצר מדי","חסרות 91/92-93/94","90/91","90/91-93/94","-","-","GK","GK","","1959","1959","","""ויקטור צ'אנוב"": { ""spells"": [[1991,1994]] }"
"חיפהdle","אריק בנדו","110","עונות","המאגר קצר מדי","חסרות 94/95-95/96","91/92-93/94, 96/97-05/06, 10/11","91/92-05/06, 10/11","02/03-05/06, 10/11","91/92-93/94, 96/97-05/06, 10/11","DF","","DF","1973","","1973","""110"": { ""spells"": [[1992,2006],[2011,2011]] }"
"חיפהdle","אריק בנדו","110","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","91/92-93/94, 96/97-05/06, 10/11","91/92-05/06, 10/11","02/03-05/06, 10/11","91/92-93/94, 96/97-05/06, 10/11","DF","","DF","1973","","1973",""
"חיפהdle","איוואן גצקו","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 94/95 — ייתכן שאלה עונות השאלה","92/93-94/95","92/93-93/94","-","-","FW","FW","","1968","1968","",""
"חיפהdle","חיים סילבס","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 92/93-93/94 — ייתכן שאלה עונות השאלה","92/93-96/97, 98/99","94/95-96/97, 98/99","-","-","MF","MF","","1975","1975","",""
"חיפהdle","רוני לוי","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 97/98 — ייתכן שאלה עונות השאלה","92/93-97/98","92/93-96/97","-","-","MF","MF","","1966","1966","",""
"חיפהdle","אלון מזרחי","","עונות","המאגר קצר מדי","חסרות 94/95-96/97, 98/99","93/94, 97/98","93/94-98/99","-","-","FW","FW","","1971","1971","","""אלון מזרחי"": { ""spells"": [[1994,1999]] }"
"חיפהdle","משה גלאם","","עונות","המאגר קצר מדי","חסרות 91/92-92/93","93/94-96/97","91/92-96/97","-","-","DF","DF","","1968","1968","","""משה גלאם"": { ""spells"": [[1992,1997]] }"
"חיפהdle","סרגיי קנדאורוב","","שנת לידה","סתירה","מאגר: 1971 · ויקיפדיה: 1972","93/94-96/97","93/94-96/97","-","-","MF","MF","","1971","1972","",""
"חיפהdle","אלירן אלקיים","13255","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 02/03 — ייתכן שאלה עונות השאלה","94/95-00/01, 02/03","94/95-00/01","02/03","94/95-00/01","DF","DF","DF","1976","1976","1976",""
"חיפהdle","שגיא שטראוס","","עונות","המאגר קצר מדי","חסרות 92/93-93/94, 00/01 · בתיבה יש שנה בודדת, בדוק ידנית","94/95","92/93-94/95, 00/01","-","-","GK","GK","","1976","1976","",""
"חיפהdle","אבישי ז'אנו","114","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 04/05 — ייתכן שאלה עונות השאלה","95/96-04/05","95/96-03/04","02/03-04/05","95/96-03/04","DF","DF","DF","1970","1970","1970",""
"חיפהdle","ירוסלאב קנטוש","","עונות","סתירה","ויקיפדיה מוסיפה 96/97 · המאגר מוסיף 95/96","95/96","96/97","-","-","DF","DF","","1974","1974","",""
"חיפהdle","קובי גנון","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 95/96 — ייתכן שאלה עונות השאלה","95/96-96/97","96/97","-","-","DF","DF","","1976","1976","",""
"חיפהdle","אופיר קופל","","עונות","המאגר קצר מדי","חסרות 99/00","96/97-98/99","96/97-99/00","-","-","MF","MF","","1975","1975","","""אופיר קופל"": { ""spells"": [[1997,2000]] }"
"חיפהdle","דודו אוואט","106","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 96/97 — ייתכן שאלה עונות השאלה","96/97, 01/02-02/03","01/02-02/03","02/03","-","GK","GK","","1977","1977","",""
"חיפהdle","ויקטור פאצ'ו","","עונות","סתירה","ויקיפדיה מוסיפה 99/00 · המאגר מוסיף 98/99","98/99","99/00","-","-","FW","FW","","1974","1974","",""
"חיפהdle","יז'י בז'נצ'ק","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 98/99 — ייתכן שאלה עונות השאלה","98/99-99/00","99/00","-","-","MF","MF","","1971","1971","",""
"חיפהdle","יניב קטן","122","עונות","המאגר קצר מדי","חסרות 05/06","98/99-04/05, 06/07-13/14","98/99-13/14","02/03-04/05, 06/07-13/14","98/99-04/05, 06/07-13/14","FW","MF","FW","1981","1981","1981","""122"": { ""spells"": [[1999,2014]] }"
"חיפהdle","יניב קטן","122","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","98/99-04/05, 06/07-13/14","98/99-13/14","02/03-04/05, 06/07-13/14","98/99-04/05, 06/07-13/14","FW","MF","FW","1981","1981","1981",""
"חיפהdle","ליאור אסולין","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","98/99-01/02","-","-","-","FW","","","1980","","",""
"חיפהdle","עמוס סאסי","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 98/99 — ייתכן שאלה עונות השאלה","98/99-99/00","99/00","-","-","DF","DF","","1979","1979","",""
"חיפהdle","רונן חרזי","","עונות","סתירה","ויקיפדיה מוסיפה 99/00 · המאגר מוסיף 98/99","98/99","99/00","-","-","FW","FW","","1970","1970","",""
"חיפהdle","שלומי דהאן","","עונות","סתירה","ויקיפדיה מוסיפה 99/00 · המאגר מוסיף 98/99","98/99","99/00","-","-","MF","MF","","1979","1979","",""
"חיפהdle","אבי פרץ","13270","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 02/03 — ייתכן שאלה עונות השאלה","99/00-00/01, 02/03","99/00-00/01","02/03","99/00-00/01","GK","GK","GK","1971","1971","1971",""
"חיפהdle","ואליד באדיר","108","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 05/06 — ייתכן שאלה עונות השאלה","00/01-05/06","00/01-04/05","02/03-04/05","00/01-05/06","MF","DF","MF","1974","1974","1974",""
"חיפהdle","ואליד באדיר","108","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","00/01-05/06","00/01-04/05","02/03-04/05","00/01-05/06","MF","DF","MF","1974","1974","1974",""
"חיפהdle","יעקובו איגביני","","עונות","המאגר קצר מדי","חסרות 99/00, 02/03","00/01-01/02","99/00-02/03","-","-","FW","FW","","1982","1982","","""יעקובו איגביני"": { ""spells"": [[2000,2003]] }"
"חיפהdle","מנור חסן","","שנת לידה","סתירה","מאגר: 1979 · ויקיפדיה: 1976","00/01","00/01","-","-","MF","MF","","1979","1976","",""
"חיפהdle","אייל אלמושנינו","107","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","01/02-02/03","01/02-02/03","02/03","01/02","MF","DF","MF","1976","1976","1976",""
"חיפהdle","אריק אג'יופור","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 01/02 — ייתכן שאלה עונות השאלה","01/02-03/04","02/03-03/04","-","-","DF","DF","","1979","1979","",""
"חיפהdle","ניר סביליה","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","01/02","-","-","-","FW","","","1975","","",""
"חיפהdle","אגאפור אריק","34070","עמדה","אין בשום מקור","","02/03-03/04","-","02/03-03/04","-","","","","","","",""
"חיפהdle","אגאפור אריק","34070","שנת לידה","אין בשום מקור","","02/03-03/04","-","02/03-03/04","-","","","","","","",""
"חיפהdle","אדורם קייסי","123","עונות","סתירה","ויקיפדיה מוסיפה 96/97-01/02, 04/05 · המאגר מוסיף 07/08","02/03-03/04, 05/06-07/08","96/97-06/07","02/03-03/04, 05/06-07/08","-","DF","DF","","1972","1972","",""
"חיפהdle","איסלם כנען","2964","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","איסלם כנען","2964","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","איציק כהן","2962","עונות","סתירה","ויקיפדיה מוסיפה 01/02, 12/13 · המאגר מוסיף 02/03","02/03, 11/12, 13/14","01/02, 11/12-13/14","02/03, 11/12, 13/14","-","DF","DF","","1983","1983","",""
"חיפהdle","איתי קורן","121","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","איתי קורן","121","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","איתן עזריה","2970","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 02/03, 04/05 — ייתכן שאלה עונות השאלה","02/03-04/05","03/04","02/03-03/04","03/04-04/05","DF","DF","DF","1983","1983","1983",""
"חיפהdle","אליניב ברדה","13280","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 02/03 — ייתכן שאלה עונות השאלה","02/03-04/05","03/04-04/05","02/03-04/05","02/03-04/05","FW","FW","FW","1981","1981","1981",""
"חיפהdle","אמיר אדרי","557","עונות","סתירה","ויקיפדיה מוסיפה 07/08, 11/12 · המאגר מוסיף 15/16","02/03-06/07, 08/09-10/11, 12/13-15/16","02/03-14/15","04/05-06/07, 08/09-10/11, 12/13-14/15","02/03-06/07, 08/09-10/11, 12/13-15/16","GK","GK","GK","1985","1985","1985",""
"חיפהdle","אסף אברהמי","2949","עמדה","אין בשום מקור","","02/03-03/04","-","02/03-03/04","-","","","","","","",""
"חיפהdle","אסף אברהמי","2949","שנת לידה","אין בשום מקור","","02/03-03/04","-","02/03-03/04","-","","","","","","",""
"חיפהdle","אסף קלמן","410","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","אסף קלמן","410","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","גולן דרעי","13282","עונות","סתירה","ויקיפדיה מוסיפה 93/94-01/02 · המאגר מוסיף 02/03","02/03","93/94-01/02","02/03","-","DF","DF","","1975","1975","",""
"חיפהdle","גיז'רמו ישראלביץ'","34071","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 03/04 — ייתכן שאלה עונות השאלה","02/03-03/04","02/03","02/03-03/04","02/03","MF","MF","MF","1982","1982","1982",""
"חיפהdle","זאוטאוטאס ריימונס","34006","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","זאוטאוטאס ריימונס","34006","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","יואב זיו","13261","עונות","סתירה","ויקיפדיה מוסיפה 00/01 · המאגר מוסיף 02/03","02/03","00/01","02/03","-","DF","DF","","1981","1981","",""
"חיפהdle","יוסי נגר","118","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","יוסי נגר","118","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","כאמל גבארין","112","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","כאמל גבארין","112","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","כליל כנעני","26802","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","כליל כנעני","26802","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","ליעד אמיר","2953","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","ליעד אמיר","2953","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","נדיב טוב","65","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","נדיב טוב","65","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","עידן טל","41775","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 02/03 — ייתכן שאלה עונות השאלה","02/03-05/06","03/04-05/06","02/03-05/06","03/04-05/06","MF","MF","MF","1975","1975","1975",""
"חיפהdle","עמי טיאר","54","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","עמי טיאר","54","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","פרליה נאנד","34005","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","פרליה נאנד","34005","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","רפי כהן","116","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","02/03","-","02/03","-","","","","","","",""
"חיפהdle","רפי כהן","116","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","רפי כהן","116","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שוקי נגאר","13291","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שוקי נגאר","13291","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שי דהן","394","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שי דהן","394","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שלומי איטח","400","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שלומי איטח","400","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שמואל חזן","2960","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","שמואל חזן","2960","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","תום אלמדון","34004","עונות","המאגר קצר מדי","חסרות 07/08-08/09","02/03-06/07, 09/10-10/11","02/03-10/11","03/04-06/07","02/03-06/07, 09/10-10/11","GK","GK","GK","1984","1984","1984","""34004"": { ""spells"": [[2003,2011]] }"
"חיפהdle","תום בנדו","15679","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","תום בנדו","15679","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"חיפהdle","אלעד צחקו","2972","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","אלעד צחקו","2972","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","בריטיז חורחה","49600","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","בריטיז חורחה","49600","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","דקל קינן","2973","עונות","המאגר קצר מדי","חסרות 02/03, 17/18","03/04-09/10, 12/13-16/17","02/03-09/10, 12/13-17/18","03/04, 06/07-09/10, 12/13-16/17","03/04-09/10, 12/13-16/17","DF","DF","DF","1984","1984","1984","""2973"": { ""spells"": [[2003,2010],[2013,2018]] }"
"חיפהdle","יצחק בן חמו","2955","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","יצחק בן חמו","2955","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","לופז דנטה","49596","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","לופז דנטה","49596","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","ליאור רפאלוב","7228","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 03/04 — ייתכן שאלה עונות השאלה","03/04-10/11, 23/24-24/25","04/05-10/11, 23/24-24/25","05/06-09/10, 23/24-24/25","03/04-10/11, 23/24-24/25","MF","MF","MF","1986","1986","1986",""
"חיפהdle","מאור גנח","2957","עמדה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","מאור גנח","2957","שנת לידה","אין בשום מקור","","03/04","-","03/04","-","","","","","","",""
"חיפהdle","עומר בוקסנבוים","13368","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","03/04","03/04","03/04","-","MF","","","1982","","",""
"חיפהdle","וסקלי גונזלבס","55358","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"חיפהdle","וסקלי גונזלבס","55358","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"חיפהdle","חבייר דירסאו","55357","עמדה","אין בשום מקור","","04/05-06/07","-","04/05-06/07","-","","","","","","",""
"חיפהdle","חבייר דירסאו","55357","שנת לידה","אין בשום מקור","","04/05-06/07","-","04/05-06/07","-","","","","","","",""
"חיפהdle","חיים מגרלשוילי","13265","עונות","המאגר קצר מדי","חסרות 11/12","04/05-06/07","04/05-06/07, 11/12","04/05-06/07","-","DF","DF","","1982","1982","","""13265"": { ""spells"": [[2005,2007],[2012,2012]] }"
"חיפהdle","עדן בן בסט","7208","עונות","המאגר קצר מדי","חסרות 06/07-08/09","04/05-05/06","04/05-08/09","05/06","04/05-05/06","FW","FW","FW","1986","1986","1986","""7208"": { ""spells"": [[2005,2009]] }"
"חיפהdle","שלומי חנוכה","566","עמדה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"חיפהdle","שלומי חנוכה","566","שנת לידה","אין בשום מקור","","04/05","-","04/05","-","","","","","","",""
"חיפהdle","אדריאן פרננדו","66758","עמדה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"חיפהdle","אדריאן פרננדו","66758","שנת לידה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"חיפהdle","מאור בוזגלו","17719","עונות","המאגר קצר מדי","חסרות 06/07-07/08","05/06, 17/18","05/06-07/08, 17/18","17/18","05/06, 17/18","FW","MF","FW","1988","1988","1988","""17719"": { ""spells"": [[2006,2008],[2018,2018]] }"
"חיפהdle","מאור בוזגלו","17719","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","05/06, 17/18","05/06-07/08, 17/18","17/18","05/06, 17/18","FW","MF","FW","1988","1988","1988",""
"חיפהdle","נתנאל בנדהאן","7206","עמדה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"חיפהdle","נתנאל בנדהאן","7206","שנת לידה","אין בשום מקור","","05/06","-","05/06","-","","","","","","",""
"חיפהdle","שי מימון","25975","עונות","המאגר קצר מדי","חסרות 03/04-04/05, 06/07, 08/09","05/06, 07/08, 09/10-10/11","03/04-10/11","05/06, 07/08, 09/10-10/11","05/06, 07/08, 09/10-10/11","DF","DF","DF","1986","1986","1986","""25975"": { ""spells"": [[2004,2011]] }"
"חיפהdle","אייל משומר","19048","עונות","המאגר קצר מדי","חסרות 16/17","06/07-15/16","06/07-16/17","06/07-15/16","06/07","DF","DF","DF","1983","1983","1983","""19048"": { ""spells"": [[2007,2017]] }"
"חיפהdle","איציק זפרני","20341","עמדה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"חיפהdle","איציק זפרני","20341","שנת לידה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"חיפהdle","אלן מסודי","55384","עמדה","סתירה","מאגר: MF · ויקיפדיה: FW · worldfootball: MF","06/07","06/07","06/07","06/07","MF","FW","MF","1978","1978","1978",""
"חיפהdle","מאור מליקסון","2410","עונות","המאגר קצר מדי","חסרות 07/08","06/07","06/07-07/08","06/07","06/07","MF","MF","MF","1984","1984","1984","""2410"": { ""spells"": [[2007,2008]] }"
"חיפהdle","מוחמד שחברי","2975","עמדה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"חיפהdle","מוחמד שחברי","2975","שנת לידה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"חיפהdle","מור ממן","7217","עמדה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"חיפהdle","מור ממן","7217","שנת לידה","אין בשום מקור","","06/07","-","06/07","-","","","","","","",""
"חיפהdle","תומר חמד","4531","עונות","סתירה","ויקיפדיה מוסיפה 05/06, 07/08-09/10, 24/25 · המאגר מוסיף 23/24","06/07, 10/11, 23/24","05/06-10/11, 24/25","06/07, 23/24","06/07, 10/11, 23/24","FW","FW","FW","1987","1987","1987",""
"חיפהdle","גד עמוס","9592","עונות","סתירה","ויקיפדיה מוסיפה 09/10-11/12 · המאגר מוסיף 07/08","07/08-08/09","08/09-11/12","07/08-08/09","08/09","GK","GK","GK","1988","1988","1988",""
"חיפהdle","דה אדוארדו","84717","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"חיפהdle","דה אדוארדו","84717","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"חיפהdle","טימבינוקסי פנטיני","93294","עמדה","אין בשום מקור","","07/08-08/09","-","07/08-08/09","-","","","","","","",""
"חיפהdle","טימבינוקסי פנטיני","93294","שנת לידה","אין בשום מקור","","07/08-08/09","-","07/08-08/09","-","","","","","","",""
"חיפהdle","יהב יולזרי","8366","עמדה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"חיפהdle","יהב יולזרי","8366","שנת לידה","אין בשום מקור","","07/08","-","07/08","-","","","","","","",""
"חיפהdle","לוהאב כיאל","9587","עונות","סתירה","ויקיפדיה מוסיפה 08/09 · המאגר מוסיף 07/08","07/08","08/09","07/08","-","DF","DF","","1988","1988","",""
"חיפהdle","פיטר מסיללה","83990","עונות","המאגר קצר מדי","חסרות 11/12","07/08-10/11","07/08-11/12","07/08-10/11","-","DF","DF","","1985","1985","","""83990"": { ""spells"": [[2008,2012]] }"
"חיפהdle","רנה לימה","93293","עונות","סתירה","ויקיפדיה מוסיפה 08/09 · המאגר מוסיף 07/08","07/08","08/09","07/08","07/08","MF","MF","MF","1985","1985","1985",""
"חיפהdle","אבימו אנדרסון","102646","עמדה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","אבימו אנדרסון","102646","שנת לידה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","אלי ארליך","37504","עמדה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","אלי ארליך","37504","שנת לידה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","גיא פילוסוף","2188","עמדה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","גיא פילוסוף","2188","שנת לידה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","גיירו גן","72191","עמדה","אין בשום מקור","","08/09-10/11","-","08/09-10/11","-","","","","","","",""
"חיפהdle","גיירו גן","72191","שנת לידה","אין בשום מקור","","08/09-10/11","-","08/09-10/11","-","","","","","","",""
"חיפהdle","ישראל זגורי","1248","עונות","המאגר קצר מדי","חסרות 10/11-11/12","08/09-09/10","08/09-11/12","09/10","08/09-09/10","MF","MF","MF","1990","1990","1990","""1248"": { ""spells"": [[2009,2012]] }"
"חיפהdle","ליעד אלמליח","19326","עונות","המאגר קצר מדי","חסרות 09/10","08/09, 10/11","08/09-10/11","08/09","10/11","MF","DF","MF","1989","1989","1989","""19326"": { ""spells"": [[2009,2011]] }"
"חיפהdle","ליעד אלמליח","19326","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","08/09, 10/11","08/09-10/11","08/09","10/11","MF","DF","MF","1989","1989","1989",""
"חיפהdle","מוחמד גדיר","118820","עונות","סתירה","ויקיפדיה מוסיפה 12/13-14/15 · המאגר מוסיף 20/21","08/09-11/12, 20/21","08/09-14/15","20/21","08/09-11/12","FW","FW","FW","1991","1991","1991",""
"חיפהdle","רנספורד אוסיי","95489","עמדה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","רנספורד אוסיי","95489","שנת לידה","אין בשום מקור","","08/09","-","08/09","-","","","","","","",""
"חיפהdle","אור בן חמו","8769","עמדה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","אור בן חמו","8769","שנת לידה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","ולדימיר דבאלישווילי","","עונות","המאגר קצר מדי","חסרות 11/12","09/10-10/11","09/10-11/12","-","-","FW","FW","","1986","1986","","""ולדימיר דבאלישווילי"": { ""spells"": [[2010,2012]] }"
"חיפהdle","ולדימיר דוואלישוילי","103486","עמדה","אין בשום מקור","","09/10-10/11","-","09/10-10/11","-","","","","","","",""
"חיפהdle","ולדימיר דוואלישוילי","103486","שנת לידה","אין בשום מקור","","09/10-10/11","-","09/10-10/11","-","","","","","","",""
"חיפהdle","זיו אוסון","15559","עמדה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","זיו אוסון","15559","שנת לידה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","חיים זיסקינד","8778","עמדה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","חיים זיסקינד","8778","שנת לידה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","טיאגו דוטרה","105384","עמדה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","טיאגו דוטרה","105384","שנת לידה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","כליבאת מוחמד","48396","עמדה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","כליבאת מוחמד","48396","שנת לידה","אין בשום מקור","","09/10","-","09/10","-","","","","","","",""
"חיפהdle","מוחמד כליבאת","","עונות","סתירה","ויקיפדיה מוסיפה 14/15-15/16 · המאגר מוסיף 09/10","09/10-13/14","10/11-15/16","-","-","FW","FW","","1990","1990","",""
"חיפהdle","סאדאת בוקארי","112045","עונות","סתירה","ויקיפדיה מוסיפה 10/11 · המאגר מוסיף 09/10","09/10","10/11","09/10","09/10","FW","FW","FW","1989","1989","1989",""
"חיפהdle","סינטאיהו סלליך","54337","עונות","סתירה","ויקיפדיה מוסיפה 11/12-13/14 · המאגר מוסיף 09/10","09/10-10/11, 17/18-19/20","10/11-13/14, 17/18-19/20","10/11, 17/18-19/20","09/10-10/11, 17/18-19/20","MF","MF","MF","1991","1991","1991",""
"חיפהdle","עלי עות'מאן","31612","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 12/13 — ייתכן שאלה עונות השאלה","09/10-12/13","09/10-11/12","09/10-11/12","-","DF","","","1987","","",""
"חיפהdle","עלי עות'מאן","31612","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","09/10-12/13","09/10-11/12","09/10-11/12","-","DF","","","1987","","",""
